-232.85411740473393,0.+0.*I
-232.75411740473393,2.1060144200630405*^-8+1.3487626632207877*^-8*I
-232.65411740473394,4.4821782181845857*^-8+2.161253987697445*^-8*I
-232.55411740473392,6.995671859926664*^-8+2.3885882296203956*^-8*I
-232.45411740473392,9.505946345311766*^-8+2.0141606643005315*^-8*I
-232.35411740473393,1.1872452067147312*^-7+1.0545600729267653*^-8*I
-232.25411740473393,1.396236770272028*^-7-4.413434614248839*^-9*I
-232.15411740473394,1.5657904271516126*^-7-2.3950853034603278*^-8*I
-232.05411740473392,1.686278284528677*^-7-4.7029198668674464*^-8*I
-231.95411740473392,1.7507529822204237*^-7-7.241523942697815*^-8*I
-231.85411740473393,1.7553298676916597*^-7-9.8747762354468*^-8*I
-231.75411740473393,1.699400809985824*^-7-1.2461240426819936*^-7*I
-231.65411740473394,1.5856678989487988*^-7-1.486194041329475*^-7*I
-231.55411740473392,1.4199951772538128*^-7-1.6948000302453152*^-7*I
-231.45411740473392,1.2110865557166814*^-7-1.860772918736948*^-7*I
-231.35411740473393,9.700076173133636*^-8-1.9752761239753682*^-7*I
-231.25411740473393,7.095775969732922*^-8-2.0322913592756316*^-7*I
-231.15411740473394,4.436649608105916*^-8-2.0289494969274115*^-7*I
-231.05411740473392,1.8642530773683963*^-8-1.9656883176081607*^-7*I
-230.95411740473392,-4.847651299510065*^-9-1.8462284746857717*^-7*I
-230.85411740473393,-2.4861730709144124*^-8-1.6773689946844598*^-7*I
-230.75411740473393,-4.034981851093322*^-8-1.4686135555233946*^-7*I
-230.65411740473394,-5.051214307768136*^-8-1.2316480865049274*^-7*I
-230.55411740473392,-5.484298765268048*^-8-9.796984070699513*^-8*I
-230.45411740473392,-5.3158463319732786*^-8-7.268032157634049*^-8*I
-230.35411740473393,-4.560659067266721*^-8-4.870423941646369*^-8*I
-230.25411740473393,-3.26591359819249*^-8-2.737630469322498*^-8*I
-230.15411740473394,-1.5085650634796082*^-8-9.884582356153215*^-9*I
-230.05411740473392,6.088859064471301*^-9+2.794814688586395*^-9*I
-229.95411740473392,2.9640304787910187*^-8+9.951380822207271*^-9*I
-229.85411740473393,5.421283287814757*^-8+1.1179272174847479*^-8*I
-229.75411740473393,7.839338435646734*^-8+6.399613429363883*^-9*I
-229.65411740473394,1.0078939958270494*^-7-4.135169266827304*^-9*I
-229.55411740473392,1.201053960395909*^-7-1.9855227467961832*^-8*I
-229.45411740473392,1.3521420965962553*^-7-3.990461871798751*^-8*I
-229.35411740473393,1.4521898346517534*^-7-6.31883618031999*^-8*I
