0.000000000000000000e+00 8.253199999999999648e+00 8.253199999999999648e+00 8.253199999999999648e+00 1.310909999999999975e+01
2.384358000000000050e-03 8.250999999999999446e+00 8.252700000000000813e+00 8.252700000000000813e+00 1.311149999999999949e+01
4.768716000000000101e-03 8.244500000000000384e+00 8.251500000000000057e+00 8.251500000000000057e+00 1.311890000000000001e+01
7.153074000000000585e-03 8.233700000000000685e+00 8.249499999999999389e+00 8.249499999999999389e+00 1.313100000000000023e+01
9.537432000000000201e-03 8.215799999999999770e+00 8.246000000000000441e+00 8.246000000000000441e+00 1.314780000000000015e+01
1.192178999999999982e-02 8.196699999999999875e+00 8.242399999999999949e+00 8.242399999999999949e+00 1.316939999999999955e+01
1.430614800000000117e-02 8.173600000000000421e+00 8.237899999999999778e+00 8.237899999999999778e+00 1.319549999999999912e+01
1.669050600000000079e-02 8.145400000000000418e+00 8.229100000000000747e+00 8.229100000000000747e+00 1.322569999999999979e+01
1.907486400000000040e-02 8.114900000000000446e+00 8.223100000000000520e+00 8.223100000000000520e+00 1.326050000000000040e+01
2.145922200000000002e-02 8.080799999999999983e+00 8.216300000000000381e+00 8.216300000000000381e+00 1.329920000000000080e+01
2.384357999999999964e-02 8.043400000000000105e+00 8.208800000000000097e+00 8.208800000000000097e+00 1.334190000000000076e+01
2.622793799999999925e-02 8.002800000000000580e+00 8.200499999999999901e+00 8.200499999999999901e+00 1.338829999999999920e+01
2.861229600000000234e-02 7.959399999999999586e+00 8.191499999999999559e+00 8.191499999999999559e+00 1.343820000000000014e+01
3.099665400000000196e-02 7.913199999999999790e+00 8.181800000000000850e+00 8.181800000000000850e+00 1.349140000000000050e+01
3.338101200000000157e-02 7.864499999999999602e+00 8.171400000000000219e+00 8.171400000000000219e+00 1.354770000000000074e+01
3.576536999999999772e-02 7.813399999999999679e+00 8.160299999999999443e+00 8.160299999999999443e+00 1.360689999999999955e+01
3.814972800000000080e-02 7.760299999999999976e+00 8.148600000000000065e+00 8.148600000000000065e+00 1.366890000000000072e+01
4.053408600000000389e-02 7.705099999999999838e+00 8.136200000000000543e+00 8.136200000000000543e+00 1.373339999999999961e+01
4.291844400000000004e-02 7.648200000000000109e+00 8.123200000000000642e+00 8.123200000000000642e+00 1.380030000000000001e+01
4.530280200000000312e-02 7.589699999999999669e+00 8.109600000000000364e+00 8.109600000000000364e+00 1.386940000000000062e+01
4.768715999999999927e-02 7.528699999999999726e+00 8.095299999999999940e+00 8.095299999999999940e+00 1.394050000000000011e+01
5.007151800000000236e-02 7.467399999999999594e+00 8.080500000000000682e+00 8.080500000000000682e+00 1.401350000000000051e+01
5.245587599999999850e-02 7.405000000000000249e+00 8.065200000000000813e+00 8.065200000000000813e+00 1.408830000000000027e+01
5.484023400000000159e-02 7.341000000000000192e+00 8.049300000000000566e+00 8.049300000000000566e+00 1.416419999999999924e+01
5.722459200000000468e-02 7.276699999999999946e+00 8.032999999999999474e+00 8.032999999999999474e+00 1.424200000000000088e+01
5.960895000000000082e-02 7.214500000000000135e+00 8.016299999999999315e+00 8.016299999999999315e+00 1.432130000000000081e+01
6.199330800000000391e-02 7.147000000000000242e+00 7.998199999999999754e+00 7.998199999999999754e+00 1.440130000000000088e+01
6.437766600000000006e-02 7.092800000000000438e+00 7.980500000000000149e+00 7.980500000000000149e+00 1.448290000000000077e+01
6.676202400000000314e-02 7.107000000000000206e+00 7.962399999999999700e+00 7.962399999999999700e+00 1.456540000000000035e+01
6.914638200000000623e-02 7.121699999999999697e+00 7.943100000000000271e+00 7.943100000000000271e+00 1.464729999999999954e+01
7.153073999999999544e-02 7.136800000000000033e+00 7.924299999999999677e+00 7.924299999999999677e+00 1.473150000000000048e+01
7.391509799999999852e-02 7.152300000000000324e+00 7.905100000000000016e+00 7.905100000000000016e+00 1.481639999999999979e+01
7.629945600000000161e-02 7.167200000000000237e+00 7.885600000000000165e+00 7.885600000000000165e+00 1.490199999999999925e+01
7.868381400000000470e-02 7.183500000000000441e+00 7.865800000000000125e+00 7.865800000000000125e+00 1.498809999999999931e+01
8.106817200000000778e-02 7.200400000000000134e+00 7.845799999999999663e+00 7.845799999999999663e+00 1.507469999999999999e+01
8.345252999999999699e-02 7.217399999999999594e+00 7.825599999999999667e+00 7.825599999999999667e+00 1.516159999999999997e+01
8.583688800000000008e-02 7.235000000000000320e+00 7.805100000000000371e+00 7.805100000000000371e+00 1.524890000000000079e+01
8.822124600000000316e-02 7.252799999999999692e+00 7.783800000000000274e+00 7.783800000000000274e+00 1.533619999999999983e+01
9.060560400000000625e-02 7.270900000000000141e+00 7.762999999999999901e+00 7.762999999999999901e+00 1.542389999999999972e+01
9.298996199999999546e-02 7.289299999999999891e+00 7.742099999999999760e+00 7.742099999999999760e+00 1.551169999999999938e+01
9.537431999999999854e-02 7.307999999999999829e+00 7.719500000000000028e+00 7.719500000000000028e+00 1.559839999999999982e+01
9.775867800000000163e-02 7.324300000000000033e+00 7.698299999999999699e+00 7.698299999999999699e+00 1.568619999999999948e+01
1.001430360000000047e-01 7.343499999999999694e+00 7.677100000000000257e+00 7.677100000000000257e+00 1.577379999999999960e+01
1.025273940000000078e-01 7.363100000000000200e+00 7.655800000000000161e+00 7.655800000000000161e+00 1.586129999999999995e+01
1.049117519999999970e-01 7.382799999999999585e+00 7.634400000000000297e+00 7.634400000000000297e+00 1.594529999999999959e+01
1.072961100000000001e-01 7.404799999999999827e+00 7.613100000000000200e+00 7.613100000000000200e+00 1.603219999999999956e+01
1.096804680000000032e-01 7.424999999999999822e+00 7.591899999999999871e+00 7.591899999999999871e+00 1.611860000000000070e+01
1.120648260000000063e-01 7.445299999999999585e+00 7.570700000000000429e+00 7.570700000000000429e+00 1.620459999999999923e+01
1.144491840000000094e-01 7.465900000000000425e+00 7.549500000000000099e+00 7.549500000000000099e+00 1.629009999999999891e+01
1.168335419999999986e-01 7.486600000000000144e+00 7.528400000000000425e+00 7.528400000000000425e+00 1.637500000000000000e+01
1.192179000000000016e-01 7.507399999999999629e+00 7.507399999999999629e+00 7.507399999999999629e+00 1.645909999999999940e+01
