-263.3,-1.298195889483737*^-6-7.105404142026478*^-8*I
-263.2,-1.6665746913955793*^-6-4.797832425660825*^-7*I
-263.09999999999997,-2.1265601031026052*^-6-7.875704881317083*^-7*I
-263.,-2.652114518046817*^-6-9.759160579766328*^-7*I
-262.9,-3.213608404310624*^-6-1.0328090779997615*^-6*I
-262.8,-3.7794288450839042*^-6-9.534687643084078*^-7*I
-262.7,-4.317717529097139*^-6-7.40607516684283*^-7*I
-262.59999999999997,-4.7981222307045495*^-6-4.042821018749474*^-7*I
-262.5,-5.193465498461416*^-6+3.86588926417974*^-8*I
-262.4,-5.48123882217953*^-6+5.655009602309584*^-7*I
-262.3,-5.644840142130927*^-6+1.14891203397017*^-6*I
-262.2,-5.674486672889373*^-6+1.7584446788971697*^-6*I
-262.09999999999997,-5.567752862680496*^-6+2.3622095401355396*^-6*I
-262.,-5.329703915905828*^-6+2.9286280552675976*^-6*I
-261.9,-4.972617538931216*^-6+3.428168082027596*^-6*I
-261.8,-4.51530920514461*^-6+3.834967031584125*^-6*I
-261.7,-3.982098030340934*^-6+4.128253281644683*^-6*I
-261.59999999999997,-3.401470105643657*^-6+4.293487732411119*^-6*I
-261.5,-2.8045127662917613*^-6+4.323162752572894*^-6*I
-261.4,-2.2232058666237102*^-6+4.217214596208012*^-6*I
-261.3,-1.6886639920986334*^-6+3.983026619503797*^-6*I
-261.2,-1.229426236295023*^-6+3.635023120459068*^-6*I
-261.09999999999997,-8.698875560889104*^-7+3.1938761287447552*^-6*I
-261.,-6.289647899258355*^-7+2.685322599522658*^-6*I
-260.9,-5.190711622144132*^-7+2.1387682596238964*^-6*I
-260.8,-5.454136122682767*^-7+1.5857748719996377*^-6*I
-260.7,-7.057052521733511*^-7+1.0582508343758915*^-6*I
-260.59999999999997,-9.902909564166706*^-7+5.866957204858586*^-7*I
-260.5,-1.3826779175358692*^-6+1.9852336008390027*^-7*I
-260.4,-1.8604420781522533*^-6-8.344545362843062*^-8*I
-260.3,-2.3964606116233686*^-6-2.422377713050243*^-7*I
-260.2,-2.9604027002352817*^-6-2.676618310786354*^-7*I
-260.09999999999997,-3.5203966608866766*^-6-1.5686763137507681*^-7*I
-260.,-4.04478177417423*^-6+8.549608250645873*^-8*I
-259.9,-4.503848516527513*^-6+4.475370478078226*^-7*I
-259.8,-4.871471532535905*^-6+9.107728994249097*^-7*I
-259.7,-5.126545580831026*^-6+1.4511468516252666*^-6*I
-259.59999999999997,-5.254145517688518*^-6+2.040349813008932*^-6*I
-259.5,-5.246346552518433*^-6+2.64737625632266*^-6*I
-259.4,-5.102659684725331*^-6+3.240228314895369*^-6*I
-259.3,-4.830058385393675*^-6+3.7876744292809634*^-6*I
-259.2,-4.442595057075589*^-6+4.260965868988232*^-6*I
-259.09999999999997,-3.9606283553921605*^-6+4.63541676982774*^-6*I
-259.,-3.409703847593905*^-6+4.8917608301476005*^-6*I
-258.9,-2.8191419547386794*^-6+5.0172077432314406*^-6*I
-258.8,-2.2204153793641297*^-6+5.006138464118604*^-6*I
-258.7,-1.6454630887764028*^-6+4.860426744797873*^-6*I
-258.59999999999997,-1.1249111737361333*^-6+4.589333571846381*^-6*I
-258.5,-6.86386623641014*^-7+4.2089973276884514*^-6*I
-258.4,-3.5299840541687476*^-7+3.741546441125026*^-6*I
-258.3,-1.4206690406228751*^-7+3.2138827571237006*^-6*I
-258.2,-6.417156916434287*^-8+2.6562025056325136*^-6*I
-258.09999999999997,-1.225691195127389*^-7+2.100336173712913*^-6*I
-258.,-3.1301428787384663*^-7+1.5779985404059337*^-6*I
-257.9,-6.23992959820437*^-7+1.1190450722194434*^-6*I
-257.8,-1.0373548906634973*^-6+7.498305274768583*^-7*I
-257.7,-1.5293112192105528*^-6+4.917599992049337*^-7*I
-257.59999999999997,-2.0717419436978952*^-6+3.6011204764237425*^-7*I
-257.5,-2.6337414862263236*^-6+3.631986163305103*^-7*I
-257.4,-3.183317383990919*^-6+5.019079122955886*^-7*I
-257.3,-3.689148727996403*^-6+7.696553788101427*^-7*I
-257.2,-4.1223076855854*^-6+1.1527454558245273*^-6*I
-257.09999999999997,-4.457849472400988*^-6+1.63112424160984*^-6*I
-257.,-4.676183370939883*^-6+2.179481680830761*^-6*I
-256.9,-4.764149428996797*^-6+2.7686426902969466*^-6*I
-256.8,-4.715734733987147*^-6+3.3671750236586035*^-6*I
-256.7,-4.532354009767744*^-6+3.943138970305858*^-6*I
-256.59999999999997,-4.2228674336555906*^-6+4.465776660496014*^-6*I
-256.5,-3.8030685757764146*^-6+4.907232667006754*^-6*I
-256.4,-3.2948030079484107*^-6+5.244094910073292*^-6*I
-256.3,-2.724767358139315*^-6+5.45868169520039*^-6*I
-256.2,-2.1230416959794157*^-6+5.5400137441452435*^-6*I
-256.09999999999997,-1.5214359260293637*^-6+5.484417785250054*^-6*I
-256.,-9.517410897432401*^-7+5.2957285229682034*^-6*I
-255.89999999999998,-4.439817043567718*^-7+4.9850778840533*^-6*I
-255.79999999999998,-2.4765209946180762*^-8+4.570283125826512*^-6*I
-255.7,2.8418074228475023*^-7+4.074867443012349*^-6*I
-255.6,4.6720275329394953*^-7+3.526766911683142*^-6*I
-255.5,5.155822298467898*^-7+2.9567948513002176*^-6*I
-255.39999999999998,4.280147227525448*^-7+2.396948020894171*^-6*I
-255.29999999999998,2.106816998322534*^-7+1.8786477600179636*^-6*I
-255.2,-1.2308919182795163*^-7+1.4310127612608999*^-6*I
-255.1,-5.53556698516048*^-7+1.0792584223034217*^-6*I
-255.,-1.0556510969355498*^-6+8.433107672338199*^-7*I
-254.89999999999998,-1.6003522442420917*^-6+7.367111316985373*^-7*I
-254.79999999999998,-2.1562847878420397*^-6+7.658718227895301*^-7*I
-254.7,-2.6914418547337264*^-6+9.297246857328203*^-7*I
-254.6,-3.1749067416402016*^-6+1.2198121823644174*^-6*I
-254.5,-3.578600629339281*^-6+1.6206916589847317*^-6*I
-254.39999999999998,-3.878834446853587*^-6+2.11079067602449*^-6*I
-254.29999999999998,-4.057594204375018*^-6+2.6636135070813873*^-6*I
-254.2,-4.103531362724235*^-6+3.2491978615476846*^-6*I
-254.1,-4.012586794210907*^-6+3.83576216883103*^-6*I
-254.,-3.7882140349394716*^-6+4.391452870798249*^-6*I
-253.89999999999998,-3.441189556091044*^-6+4.8860956714681456*^-6*I
-253.79999999999998,-2.9890204838148016*^-6+5.292854475450443*^-6*I
-253.7,-2.454982326154614*^-6+5.589706821100486*^-6*I
-253.6,-1.8668396044156915*^-6+5.760654701888602*^-6*I
-253.5,-1.2553197175680172*^-6+5.796604215531524*^-6*I
-253.39999999999998,-6.524239333555087*^-7+5.695865685421194*^-6*I
-253.29999999999998,-8.966835316020346*^-8+5.464246762014076*^-6*I
-253.2,4.0364845289471544*^-7+5.114733386274509*^-6*I
-253.1,8.020559102326178*^-7+4.666776153031447*^-6*I
-253.,1.0853114741491654*^-6+4.1452213038001755*^-6*I
-252.89999999999998,1.239513272453012*^-6+3.5789451137925385*^-6*I
-252.79999999999998,1.2578641929798998*^-6+2.9992667426710615*^-6*I
-252.7,1.1410454130950556*^-6+2.4382267967223052*^-6*I
-252.6,8.971788377644805*^-7+1.9268262321619*^-6*I
-252.5,5.413748013972431*^-7+1.4933317514811378*^-6*I
-252.39999999999998,9.490905566412577*^-8+1.1617162995721963*^-6*I
-252.29999999999998,-4.159405536292749*^-7+9.503279959803466*^-7*I
-252.2,-9.613470337486482*^-7+8.708913595398694*^-7*I
-252.1,-1.5095740615633673*^-6+9.278629851962721*^-7*I
-252.,-2.0287207478468434*^-6+1.1181867334921302*^-6*I
-251.89999999999998,-2.4884754479918527*^-6+1.4314619049596062*^-6*I
-251.79999999999998,-2.8617822098559793*^-6+1.8505151546503305*^-6*I
-251.7,-3.1263282519019217*^-6+2.352344707913613*^-6*I
-251.6,-3.2657707030041185*^-6+2.9093849726272505*^-6*I
-251.5,-3.2706351684119733*^-6+3.4910220304923377*^-6*I
-251.39999999999998,-3.1388367265229378*^-6+4.06527669883064*^-6*I
-251.29999999999998,-2.8757947165769725*^-6+4.600562642763302*^-6*I
-251.2,-2.4941350072531083*^-6+5.067422892030635*^-6*I
-251.1,-2.012996112842789*^-6+5.440149303832898*^-6*I
-251.,-1.45697730072067*^-6+5.698195947684255*^-6*I
-250.89999999999998,-8.547865140209203*^-7+5.8273087166594846*^-6*I
-250.79999999999998,-2.37662434994434*^-7+5.8203090688100585*^-6*I
-250.7,3.6234256969450386*^-7+5.677488815451359*^-6*I
-250.6,9.141242329772974*^-7+5.406594254290205*^-6*I
-250.5,1.3892360531055899*^-6+5.02240051961734*^-6*I
-250.39999999999998,1.7634293693182892*^-6+4.5458991959272644*^-6*I
-250.29999999999998,2.017972407239298*^-6+4.0031545505688925*^-6*I
-250.2,2.1407746958019366*^-6+3.4238719213506154*^-6*I
-250.1,2.12699813532847*^-6+2.8397542083580377*^-6*I
-250.,1.9793197333028284*^-6+2.2827587403179023*^-6*I
-249.89999999999998,1.7077842886263586*^-6+1.7833404414707343*^-6*I
-249.79999999999998,1.329252058672058*^-6+1.3687775875975166*^-6*I
-249.7,8.6647177160682*^-7+1.0616721865970081*^-6*I
-249.6,3.468299417192379*^-7+8.787074196684245*^-7*I
-249.5,-1.9915476046622114*^-7+8.297304481951304*^-7*I
-249.39999999999998,-7.395093168294289*^-7+9.172110056435075*^-7*I
-249.29999999999998,-1.2425641176983483*^-6+1.136105536391535*^-6*I
-249.2,-1.6786940391286717*^-6+1.4741343499578092*^-6*I
-249.1,-2.0219471321134325*^-6+1.912456555093976*^-6*I
-249.,-2.2514713925244493*^-6+2.4267056717301643*^-6*I
-248.89999999999998,-2.352661180365703*^-6+2.9883289918118236*^-6*I
-248.79999999999998,-2.317960268163119*^-6+3.5661570626091917*^-6*I
-248.7,-2.1472773738619426*^-6+4.128117015923911*^-6*I
-248.6,-1.847991335836738*^-6+4.642995559238429*^-6*I
-248.5,-1.434545645547538*^-6+5.082154714852948*^-6*I
-248.39999999999998,-9.27654626902378*^-7+5.42110599057866*^-6*I
-248.29999999999998,-3.5317620936035646*^-7+5.640860144769543*^-6*I
-248.2,2.5926895046455016*^-7+5.728992759825571*^-6*I
-248.1,8.780365081547156*^-7+5.680295330383655*^-6*I
-248.,1.4711505377732805*^-6+5.49706440113524*^-6*I
-247.89999999999998,2.0080501910450225*^-6+5.188977580344207*^-6*I
-247.79999999999998,2.461269431887897*^-6+4.77256117554723*^-6*I
-247.7,2.807946645051452*^-6+4.2702813472313296*^-6*I
-247.6,3.031081133671481*^-6+3.7093087409691655*^-6*I
-247.5,3.1204674344182537*^-6+3.120024507815352*^-6*I
-247.39999999999998,3.0732560897097485*^-6+2.5343498389834995*^-6*I
-247.29999999999998,2.8941100505978145*^-6+1.9839908424887715*^-6*I
-247.2,2.5949481126528138*^-6+1.4986952431961186*^-6*I
-247.1,2.1942894885195153*^-6+1.1046167377728104*^-6*I
-247.,1.7162355468507099*^-6+8.228769180996566*^-7*I
-246.89999999999998,1.1891446927701803*^-6+6.684038161196126*^-7*I
-246.79999999999998,6.440732334350326*^-7+6.49110916827654*^-7*I
-246.7,1.1306793636737237*^-7+7.654617701511542*^-7*I
-246.6,-3.7259585912366914*^-7+1.0104441355735906*^-6*I
-246.5,-7.841337240963703*^-7+1.3699550808066379*^-6*I
-246.39999999999998,-1.0968346935044983*^-6+1.8235758651317812*^-6*I
-246.29999999999998,-1.2914198960509768*^-6+2.3456940110482125*^-6*I
-246.2,-1.3551021008279063*^-6+2.9069120151205795*^-6*I
-246.1,-1.282279630835313*^-6+3.4756799633588183*^-6*I
-246.,-1.074855349970521*^-6+4.019996830404629*^-6*I
-245.89999999999998,-7.421339718274169*^-7+4.509175864748123*^-6*I
-245.79999999999998,-3.0030838946863236*^-7+4.915538749657434*^-6*I
-245.7,2.2843014365866635*^-7+5.2159367786403295*^-6*I
-245.6,8.171115705810451*^-7+5.3930230322630075*^-6*I
-245.5,1.435469284780023*^-6+5.43620562309143*^-6*I
-245.39999999999998,2.051603599849508*^-6+5.342229607624948*^-6*I
-245.29999999999998,2.63373499169618*^-6+5.11535557675854*^-6*I
-245.2,3.1519507352698835*^-6+4.76712510741513*^-6*I
-245.1,3.579848920886649*^-6+4.315725968787609*^-6*I
-245.,3.895989476404072*^-6+3.7849919786357737*^-6*I
-244.89999999999998,4.085072430653417*^-6+3.203092488855343*^-6*I
-244.79999999999998,4.138778647434101*^-6+2.6009835410237784*^-6*I
-244.7,4.056226813809213*^-6+2.01070583394458*^-6*I
-244.6,3.8440215614622485*^-6+1.463623066154896*^-6*I
-244.5,3.51589007581476*^-6+9.886974940259694*^-7*I
-244.39999999999998,3.0919271689824357*^-6+6.108975003101892*^-7*I
-244.29999999999998,2.5974903159039453*^-6+3.4982471117651085*^-7*I
-244.2,2.061805394961112*^-6+2.186361309240456*^-7*I
-244.1,1.5163599005756555*^-6+2.2332044537809557*^-7*I
-244.,9.932137287486313*^-7+3.623281774842165*^-7*I
-243.89999999999998,5.231748147703045*^-7+6.266916073404842*^-7*I
-243.79999999999998,1.3408493333392357*^-7+1.0005509252530657*^-6*I
-243.7,-1.506719532684546*^-7+1.4619989412621711*^-6*I
-243.6,-3.134552593105364*^-7+1.9842852717195374*^-6*I
-243.5,-3.4333761882214886*^-7+2.537286762603982*^-6*I
-243.39999999999998,-2.3670569424622994*^-7+3.0891633184668428*^-6*I
-243.29999999999998,2.5410766836134055*^-9+3.6081081139092436*^-6*I
-243.2,3.6320472121582034*^-7+4.064095976162517*^-6*I
-243.1,8.274041819418648*^-7+4.430533827874061*^-6*I
-243.,1.3715581451230076*^-6+4.685722463088985*^-6*I
-242.89999999999998,1.9676812196187995*^-6+4.814049300672946*^-6*I
-242.79999999999998,2.5849222137463055*^-6+4.806846547951729*^-6*I
-242.7,3.191259948977207*^-6+4.662867600178674*^-6*I
-242.6,3.7552633893509308*^-6+4.3883554875266506*^-6*I
-242.5,4.247819329970031*^-6+3.9966996069836905*^-6*I
-242.39999999999998,4.643732671271537*^-6+3.5076996090474407*^-6*I
-242.29999999999998,4.923111309889001*^-6+2.946476904341686*^-6*I
-242.2,5.07245951682318*^-6+2.342093626068155*^-6*I
-242.1,5.085419698488154*^-6+1.7259549657478122*^-6*I
-242.,4.9631217650553325*^-6+1.130082707954483*^-6*I
-241.89999999999998,4.714110095970565*^-6+5.853088500466809*^-7*I
-241.79999999999998,4.353857582583854*^-6+1.1959030269156223*^-7*I
-241.7,3.903948304837345*^-6-2.434036316310726*^-7*I
-241.6,3.390885886753516*^-6-4.856768035097483*^-7*I
-241.5,2.8446365552840025*^-6-5.958976563248783*^-7*I
-241.39999999999998,2.29698216470456*^-6-5.700222883291203*^-7*I
-241.29999999999998,1.7797734135844486*^-6-4.115169027404767*^-7*I
-241.2,1.3231792772939363*^-6-1.311674174704326*^-7*I
-241.1,9.540288870511629*^-7+2.535132995053104*^-7*I
-241.,6.943370046039699*^-7+7.192479840838078*^-7*I
-240.89999999999998,5.60094149139428*^-7+1.238274406420849*^-6*I
-240.79999999999998,5.603878847479261*^-7+1.779871345790375*^-6*I
-240.7,6.969035724177824*^-7+2.312047225072178*^-6*I
-240.6,9.638320308887255*^-7+2.8032985784046578*^-6*I
-240.5,1.3481891823635806*^-6+3.224341686715982*^-6*I
-240.39999999999998,1.8305301117380202*^-6+3.549722190852654*^-6*I
-240.29999999999998,2.386018286560747*^-6+3.7592141997478156*^-6*I
-240.2,2.9857911613098365*^-6+3.838931982811039*^-6*I
-240.1,3.5985470969088508*^-6+3.782093135344485*^-6*I
-240.,4.192266360423935*^-6+3.5893912647788175*^-6*I
-239.89999999999998,4.735971599332032*^-6+3.2689577106724223*^-6*I
-239.79999999999998,5.2013952644616555*^-6+2.8359154965637196*^-6*I
-239.7,5.564460059673486*^-6+2.3115698536653747*^-6*I
-239.6,5.806844034461759*^-6+1.7222347214276888*^-6*I
-239.5,5.916874680877281*^-6+1.0977649597538995*^-6*I
-239.39999999999998,5.890155223010711*^-6+4.69913670880436*^-7*I
-239.29999999999998,5.729806631117695*^-6-1.2941407823404218*^-7*I
-239.2,5.4462963753330575*^-6-6.699158872253863*^-7*I
-239.1,5.056863332608625*^-6-1.1245585529357016*^-6*I
-239.,4.58457046049834*^-6-1.47106488795788*^-6*I
-238.89999999999998,4.0570373135610336*^-6-1.6931390947241989*^-6*I
-238.79999999999998,3.504922077622164*^-6-1.7813633347174695*^-6*I
-238.7,2.9602365664722064*^-6-1.733716207212383*^-6*I
-238.6,2.4545868078536803*^-6-1.5556846360872441*^-6*I
-238.5,2.0174359360406015*^-6-1.259963014141881*^-6*I
-238.39999999999998,1.6744848820945702*^-6-8.657561433544662*^-7*I
-238.29999999999998,1.4462598773895696*^-6-3.9772428936917924*^-7*I
-238.2,1.3469844171924828*^-6+1.1537165804072777*^-7*I
-238.1,1.3837976939531028*^-6+6.422504412203759*^-7*I
-238.,1.5563624640497672*^-6+1.1508292388226448*^-6*I
-237.89999999999998,1.8568839040768513*^-6+1.6099865330096397*^-6*I
-237.79999999999998,2.2705384201162194*^-6+1.991272132534184*^-6*I
-237.7,2.7762779022740678*^-6+2.270487814945413*^-6*I
-237.6,3.347913568892348*^-6+2.429174869568003*^-6*I
-237.5,3.955760231797948*^-6+2.4553403872410407*^-6*I
-237.39999999999998,4.568183754464579*^-6+2.3441779447266746*^-6*I
-237.29999999999998,5.153305522781346*^-6+2.098376503971518*^-6*I
-237.2,5.680754412543761*^-6+1.7279713214004607*^-6*I
-237.1,6.123335888239631*^-6+1.2497910217231326*^-6*I
-237.,6.458526480569802*^-6+6.865312313345721*^-7*I
-236.89999999999998,6.66971148930466*^-6+6.550569491096123*^-8*I
-236.79999999999998,6.747097873322758*^-6-5.82856472044255*^-7*I
-236.7,6.688252145061135*^-6-1.2266847866980275*^-6*I
-236.6,6.498233700610635*^-6-1.8344206362333864*^-6*I
-236.5,6.189316256127835*^-6-2.3765533713007282*^-6*I
-236.39999999999998,5.780312703568177*^-6-2.8272438202156706*^-6*I
-236.29999999999998,5.2955404993105214*^-6-3.165745977190973*^-6*I
-236.2,4.763484459626719*^-6-3.3775487125327307*^-6*I
-236.1,4.215230470883931*^-6-3.4551747434848306*^-6*I
-236.,3.6827562155022632*^-6-3.3985929452353685*^-6*I
-235.89999999999998,3.197172874702305*^-6-3.2152213368195997*^-6*I
-235.79999999999998,2.787014463972822*^-6-2.9195205777693246*^-6*I
-235.7,2.4766688387259786*^-6-2.5322003215334976*^-6*I
-235.6,2.285037189062717*^-6-2.079078454343609*^-6*I
-235.5,2.224542418941706*^-6-1.5894695400187324*^-6*I
-235.39999999999998,2.3004335993736458*^-6-1.0948672334748659*^-6*I
-235.29999999999998,2.510449572345626*^-6-6.272423954824358*^-7*I
-235.2,2.8449511765041386*^-6-2.1716740501207132*^-7*I
-235.1,3.287449663114202*^-6+1.0786331889584087*^-7*I
-235.,3.8155116428598695*^-6+3.2494359575230937*^-7*I
-234.89999999999998,4.401990817368914*^-6+4.170135407204883*^-7*I
-234.79999999999998,5.01651878555528*^-6+3.7379624314351825*^-7*I
-234.7,5.627172973194547*^-6+1.9236157604906683*^-7*I
-234.6,6.2022299974422655*^-6-1.2271385672692198*^-7*I
-234.5,6.71190808154088*^-6-5.595994282994579*^-7*I
-234.39999999999998,7.130002736881946*^-6-1.0998619596879627*^-6*I
-234.29999999999998,7.435325796825594*^-6-1.7194801417653841*^-6*I
-234.2,7.612868696694865*^-6-2.3901661440829377*^-6*I
-234.1,7.65462605290783*^-6-3.080921759981919*^-6*I
-234.,7.560034268021377*^-6-3.7597435446695704*^-6*I
-233.89999999999998,7.336001050983921*^-6-4.395383212548688*^-6*I
-233.79999999999998,6.996524229838259*^-6-4.95906652245968*^-6*I
-233.7,6.561920811235676*^-6-5.42607616143482*^-6*I
-233.6,6.057708666373815*^-6-5.7771116137694174*^-6*I
-233.5,5.513202318567548*^-6-5.999351261606463*^-6*I
-233.39999999999998,4.959965764648884*^-6-6.087062347230271*^-6*I
-233.29999999999998,4.430065961496593*^-6-6.0420013468835624*^-6*I
-233.2,3.954183664036327*^-6-5.873473880092869*^-6*I
-233.1,3.5599908668117874*^-6-5.597683867167219*^-6*I
-233.,3.27062785598472*^-6-5.2368427475037455*^-6*I
-232.89999999999998,3.1034289576419575*^-6-4.817949182461173*^-6*I
-232.79999999999998,3.0689674473836123*^-6-4.3713055983307945*^-6*I
-232.7,3.1704721237540365*^-6-3.928853117002478*^-6*I
-232.6,3.4036476172568125*^-6-3.522416405372243*^-6*I
-232.5,3.7569083127998003*^-6-3.181954926432885*^-6*I
-232.39999999999998,4.21201302653982*^-6-2.933916723083618*^-6*I
-232.29999999999998,4.745065548113722*^-6-2.79978522932514*^-6*I
-232.2,5.327826047122664*^-6-2.7948989925482428*^-6*I
-232.1,5.9292612541369*^-6-2.927609188330012*^-6*I
-232.,6.51724820071719*^-6-3.198821240269678*^-6*I
-231.89999999999998,7.060337861634625*^-6-3.601945742615871*^-6*I
-231.79999999999998,7.5294817495366126*^-6-4.123261383531189*^-6*I
-231.7,7.899626548884979*^-6-4.742669918643049*^-6*I
-231.6,8.151089130043836*^-6-5.434801692960225*^-6*I
-231.5,8.270636357163648*^-6-6.170410939188297*^-6*I
-231.39999999999998,8.252210331417434*^-6-6.917984151037658*^-6*I
-231.29999999999998,8.097282270950319*^-6-7.64543351319162*^-6*I
-231.2,7.814809544219742*^-6-8.321834789857629*^-6*I
-231.1,7.420633195771894*^-6-8.919314954361291*^-6*I
-231.,6.936643779133826*^-6-9.414474152110632*^-6*I
-230.89999999999998,6.389579103056822*^-6-9.789664510658658*^-6*I
-230.79999999999998,5.80955169281745*^-6-0.00001003396069206352*I
-230.7,5.228390738909886*^-6-0.000010143760898668311*I
-230.6,4.677889678385426*^-6-0.000010122985294229315*I
-230.5,4.188055741607383*^-6-9.98286093291251*^-6*I
-230.39999999999998,3.7854576891377192*^-6-9.741305018900944*^-6*I
-230.29999999999998,3.491762565848586*^-6-9.421940399638882*^-6*I
-230.2,3.3225419087874094*^-6-9.052797412355765*^-6*I
-230.1,3.2864130331455213*^-6-8.664773445063294*^-6*I
